showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
20180909~20180909,맘마미아!2,20181942,17024,776,19211532253,2246284
20180909~20180909,공작,20179101,12994,668,42605710826,4949585
20180909~20180909,어드리프트:우리가 함께한 바다,20189261,11595,1105,346520418,41977
20180909~20180909,목격자,20170670,8270,677,21635671397,2512159
20180909~20180909,양말요정 휴고의 대모험,20188446,7767,508,129246200,18579
20180910~20180910,서치,20185046,80416,4835,15359364113,1816055
20180910~20180910,너의 결혼식,20153446,32726,3478,21414197637,2555517
20180910~20180910,상류사회,20177537,11682,1720,5988628263,728969
20180910~20180910,업그레이드,20189362,11056,1088,1112635900,120635
20180910~20180910,신과함께-인과 연,20186202,6709,919,102367839859,12238094
20180910~20180910,맘마미아!2,20181942,5049,707,19251815853,2251333
20180910~20180910,어드리프트:우리가 함께한 바다,20189261,4794,1037,384014768,46771
20180910~20180910,협상,20177308,4646,18,45260000,5052
20180910~20180910,공작,20179101,4331,652,42639173726,4953916
20180910~20180910,물괴,20156554,3785,18,45531500,5044
20180911~20180911,서치,20185046,69861,4851,15930160213,1885916
20180911~20180911,너의 결혼식,20153446,29693,3479,21651595937,2585210
20180911~20180911,상류사회,20177537,10587,1720,6072087213,739556
20180911~20180911,업그레이드,20189362,9144,1060,1191344700,129779
20180911~20180911,신과함께-인과 연,20186202,6574,879,102417256109,12244668
20180911~20180911,맘마미아!2,20181942,6002,741,19297744053,2257335
20180911~20180911,공작,20179101,5328,686,42677047776,4959244
20180911~20180911,어드리프트:우리가 함께한 바다,20189261,4872,1048,421500768,51643
20180911~20180911,목격자,20170670,3709,572,21696472447,2519516
20180911~20180911,명당,20172204,2426,9,16184000,2426
20180912~20180912,물괴,20156554,105255,6519,903394450,112692
20180912~20180912,서치,20185046,65115,3770,16466048063,1951031
20180912~20180912,더 프레데터,20188581,28926,2755,240971200,29553
20180912~20180912,너의 결혼식,20153446,22360,1872,21831409687,2607570
20180912~20180912,업그레이드,20189362,6004,645,1243063400,135783
20180912~20180912,상류사회,20177537,3708,560,6100760013,743264
20180912~20180912,안시성,20176122,2891,12,28455000,3297
20180912~20180912,맘마미아!2,20181942,2880,285,19320109903,2260215
20180912~20180912,신과함께-인과 연,20186202,2827,302,102438273859,12247495
20180912~20180912,명당,20172204,2578,12,38751000,5004
20180913~20180913,물괴,20156554,79106,6385,1525391550,191798
20180913~20180913,서치,20185046,61177,3919,16970624063,2012208
20180913~20180913,더 프레데터,20188581,21414,2725,415971250,50967
20180913~20180913,너의 결혼식,20153446,20617,1892,21998096937,2628187
20180913~20180913,안시성,20176122,7425,29,82276000,10722
20180913~20180913,업그레이드,20189362,5270,621,1287995900,141053
20180913~20180913,협상,20177308,4971,23,86411000,10023
20180913~20180913,암수살인,20179189,3559,14,35562000,4273
20180913~20180913,상류사회,20177537,3511,539,6128261663,746775
20180913~20180913,더 넌,20189262,3175,17,31185000,3481
20180914~20180914,서치,20185046,97668,4268,17850107182,2109876
20180914~20180914,물괴,20156554,93286,6409,2329994251,285084
20180914~20180914,너의 결혼식,20153446,28626,1998,22251264602,2656813
20180914~20180914,더 프레데터,20188581,25001,2714,644854384,75968
20180914~20180914,업그레이드,20189362,7645,641,1359805400,148698
20180914~20180914,안시성,20176122,4187,29,126162900,14909
20180914~20180914,상류사회,20177537,4155,546,6165353013,750930
20180914~20180914,맘마미아!2,20181942,3578,310,19376637653,2266775
20180914~20180914,신과함께-인과 연,20186202,3272,311,102486016909,12253490
20180914~20180914,더 게스트,20188567,1797,406,52254950,6025
20180915~20180915,서치,20185046,219852,5159,19846719995,2329728
20180915~20180915,물괴,20156554,177848,6359,3895336454,462932
20180915~20180915,너의 결혼식,20153446,62977,2322,22810534019,2719790
20180915~20180915,더 프레데터,20188581,41612,2542,1030659764,117580
20180915~20180915,업그레이드,20189362,15383,645,1506823000,164081
20180915~20180915,맘마미아!2,20181942,6761,357,19438406853,2273536
20180915~20180915,바니부기: 드래곤 에그를 찾아서,20188342,5853,405,61799000,8206
20180915~20180915,신과함께-인과 연,20186202,5784,335,102537891559,12259274
20180915~20180915,상류사회,20177537,5357,502,6212932563,756287
20180915~20180915,공작,20179101,2586,187,42730172626,4966175
20180916~20180916,서치,20185046,187762,5116,21555411345,2517490
20180916~20180916,물괴,20156554,150958,6055,5225466554,613890
20180916~20180916,너의 결혼식,20153446,53029,2292,23286644069,2772819
20180916~20180916,더 프레데터,20188581,31818,2403,1326041614,149398
20180916~20180916,업그레이드,20189362,14072,644,1641312300,178153
20180916~20180916,맘마미아!2,20181942,6584,362,19498125253,2280120
20180916~20180916,신과함께-인과 연,20186202,5539,341,102587987709,12264813
20180916~20180916,바니부기: 드래곤 에그를 찾아서,20188342,5443,405,104271000,13649
20180916~20180916,상류사회,20177537,4658,487,6254721463,760945
20180916~20180916,인디애니페스트 2018 새벽비행 2,20180367,2422,21,14040000,2806
20180917~20180917,서치,20185046,53553,4633,21993799495,2571043
20180917~20180917,물괴,20156554,37928,5264,5523811854,651818
20180917~20180917,너의 결혼식,20153446,17581,2101,23428077819,2790400
20180917~20180917,더 프레데터,20188581,10563,2152,1412282214,159961
20180917~20180917,안시성,20176122,5806,31,179381300,20715
20180917~20180917,협상,20177308,5492,27,147076000,16976
20180917~20180917,업그레이드,20189362,4515,587,1679944700,182668
20180917~20180917,암수살인,20179189,4200,19,74478000,8921
20180917~20180917,맘마미아!2,20181942,2688,345,19519476703,2282808
20180917~20180917,상류사회,20177537,2342,469,6272695363,763287
20180918~20180918,서치,20185046,48778,4568,22391367945,2619821
20180918~20180918,물괴,20156554,30590,4973,5764574404,682408
20180918~20180918,너의 결혼식,20153446,16282,2056,23558624169,2806682
20180918~20180918,더 프레데터,20188581,8261,2003,1479602314,168222
20180918~20180918,협상,20177308,7601,50,211357800,24577
20180918~20180918,암수살인,20179189,4571,26,110671000,13492
20180918~20180918,안시성,20176122,4535,21,210451800,25250
20180918~20180918,업그레이드,20189362,3864,561,1713004500,186532
20180918~20180918,맘마미아!2,20181942,2880,361,19541987653,2285688
20180918~20180918,원더풀 고스트,20167903,2613,9,21016000,2613
20180919~20180919,안시성,20176122,122859,4772,1187483200,148109
20180919~20180919,명당,20172204,108903,4440,960567050,120002
20180919~20180919,더 넌,20189262,98719,2934,840283600,102370
20180919~20180919,협상,20177308,81031,3889,857546200,105608
20180919~20180919,서치,20185046,15419,929,22516745095,2635240
20180919~20180919,물괴,20156554,3083,662,5788559954,685491
20180919~20180919,너의 결혼식,20153446,904,90,23565692119,2807586
20180919~20180919,셜록 놈즈,20189462,822,5,20916000,2288
20180919~20180919,죄 많은 소녀,20173734,804,117,93965150,10995
20180919~20180919,타샤 튜더,20188242,752,40,65041850,8409
20180920~20180920,안시성,20176122,133051,4795,2208025000,281160
20180920~20180920,명당,20172204,90103,4362,1674293900,210105
20180920~20180920,더 넌,20189262,76112,2858,1469934100,178482
20180920~20180920,협상,20177308,67737,3746,1405977500,173345
20180920~20180920,서치,20185046,13921,762,22631152345,2649161
20180920~20180920,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,4161,158,39189600,5272
20180920~20180920,루이스,20189268,4066,208,66637400,8298
20180920~20180920,물괴,20156554,2784,543,5809567604,688275
20180920~20180920,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,2136,281,33079150,4079
20180920~20180920,체실 비치에서,20185222,2053,109,32547100,3946
20180921~20180921,안시성,20176122,211699,5107,4083072821,492859
20180921~20180921,더 넌,20189262,118624,3123,2531945925,297106
20180921~20180921,명당,20172204,114575,4588,2688734029,324680
20180921~20180921,협상,20177308,99740,3794,2294336579,273085
20180921~20180921,서치,20185046,23101,753,22841086345,2672262
20180921~20180921,물괴,20156554,2916,471,5833864404,691191
20180921~20180921,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,1891,264,47753550,5970
20180921~20180921,루이스,20189268,1672,203,79437150,9970
20180921~20180921,체실 비치에서,20185222,1603,113,47428000,5549
20180921~20180921,FIWOM 2018 웃어봐+수잔과 남자+내일, 또 내일, 그리고 또 내일+여자1 여자2 여자3+루비 파샤의 전설,20180610,1326,10,10165200,1452
20180922~20180922,안시성,20176122,433290,5598,7944505691,926149
20180922~20180922,명당,20172204,207426,4718,4557896659,532106
20180922~20180922,협상,20177308,172357,3715,3854558559,445442
20180922~20180922,더 넌,20189262,150142,3287,3881312203,447248
20180922~20180922,서치,20185046,30519,632,23117910045,2702781
20180922~20180922,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,23404,610,223848300,29374
20180922~20180922,루이스,20189268,11414,422,168824400,21384
20180922~20180922,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,11237,302,91027000,11484
20180922~20180922,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,5848,351,91402000,11838
20180922~20180922,물괴,20156554,5778,411,5884726204,696969
20180923~20180923,안시성,20176122,484415,5942,12333104841,1410564
20180923~20180923,명당,20172204,227736,4508,6647584109,759842
20180923~20180923,협상,20177308,173105,3603,5446677759,618547
20180923~20180923,더 넌,20189262,97586,3016,4778497453,544834
20180923~20180923,서치,20185046,33427,761,23427417545,2736208
20180923~20180923,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,17242,623,356481600,46616
20180923~20180923,루이스,20189268,8878,396,239719950,30262
20180923~20180923,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,5453,273,135558500,16937
20180923~20180923,물괴,20156554,5127,368,5930676554,702096
20180923~20180923,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,3754,312,121438000,15592
20180924~20180924,안시성,20176122,691357,6578,18649266441,2101921
20180924~20180924,명당,20172204,322392,4352,9601909659,1082234
20180924~20180924,협상,20177308,228598,3557,7551083409,847145
20180924~20180924,더 넌,20189262,82000,2493,5536892753,626834
20180924~20180924,서치,20185046,36756,785,23770085345,2772964
20180924~20180924,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,13558,583,464929050,60174
20180924~20180924,루이스,20189268,8793,374,312255000,39055
20180924~20180924,물괴,20156554,4584,298,5971440904,706680
20180924~20180924,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,3961,218,168710000,20898
20180924~20180924,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,2928,261,145520100,18520
20180925~20180925,안시성,20176122,795259,6965,25717366691,2897180
20180925~20180925,명당,20172204,342088,4356,12653095559,1424322
20180925~20180925,협상,20177308,257940,3651,9874213509,1105085
20180925~20180925,더 넌,20189262,104359,2279,6482414903,731193
20180925~20180925,서치,20185046,44457,809,24177831595,2817421
20180925~20180925,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,27775,619,680043950,87949
20180925~20180925,루이스,20189268,14691,404,429985150,53746
20180925~20180925,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,6958,225,225461200,27856
20180925~20180925,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,5355,308,188211600,23875
20180925~20180925,물괴,20156554,5031,293,6013487704,711711
20180926~20180926,안시성,20176122,655960,6354,30478471341,3553140
20180926~20180926,명당,20172204,251468,3777,14466610709,1675790
20180926~20180926,협상,20177308,207661,3278,11374536209,1312746
20180926~20180926,원더풀 고스트,20167903,163644,1856,1247686500,169962
20180926~20180926,더 넌,20189262,89503,1880,7114781153,820696
20180926~20180926,서치,20185046,32734,647,24416452595,2850155
20180926~20180926,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,30321,528,908140400,118270
20180926~20180926,루이스,20189268,16793,355,561618150,70539
20180926~20180926,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,6664,147,279011600,34520
20180926~20180926,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,5920,251,233678600,29795
20180927~20180927,안시성,20176122,163516,5794,31761360441,3716656
20180927~20180927,협상,20177308,62393,3284,11880222709,1375139
20180927~20180927,명당,20172204,54855,3582,14893739309,1730645
20180927~20180927,원더풀 고스트,20167903,35733,1813,1547267300,205695
20180927~20180927,더 넌,20189262,26735,1823,7334334703,847431
20180927~20180927,서치,20185046,9643,643,24494108895,2859798
20180927~20180927,물괴,20156554,2617,159,6061185654,717497
20180927~20180927,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,2175,216,923036650,120445
20180927~20180927,파이널 포트레이트,20189743,1597,100,24653050,2704
20180927~20180927,루이스,20189268,1510,152,571705300,72049
20180928~20180928,안시성,20176122,170503,5982,33233009607,3887159
20180928~20180928,협상,20177308,72975,3369,12528407324,1448114
20180928~20180928,명당,20172204,54931,3608,15365466205,1785576
20180928~20180928,원더풀 고스트,20167903,36922,1796,1885343600,242617
20180928~20180928,더 넌,20189262,30279,1752,7607372072,877710
20180928~20180928,서치,20185046,13041,683,24610512245,2872839
20180928~20180928,암수살인,20179189,2202,17,139243000,16701
20180928~20180928,루이스,20189268,1896,165,584878200,73945
20180928~20180928,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,1682,215,935984350,122127
20180928~20180928,파이널 포트레이트,20189743,1556,101,38211866,4260
20180929~20180929,안시성,20176122,337367,6484,36225122242,4224526
20180929~20180929,협상,20177308,151512,3711,13902439516,1599626
20180929~20180929,명당,20172204,99125,3417,16246316224,1884701
20180929~20180929,원더풀 고스트,20167903,73455,1736,2559020600,316072
20180929~20180929,더 넌,20189262,49428,1627,8049512595,927138
20180929~20180929,서치,20185046,24282,711,24830367645,2897121
20180929~20180929,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,13567,472,1038065450,135694
20180929~20180929,루이스,20189268,8031,294,647184500,81976
20180929~20180929,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,3530,130,315101600,39114
