showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
showrange,movienm,moviecd,NULL,NULL,NULL,NULL
20180929~20180929,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,13567,472,1038065450,135694
20180929~20180929,루이스,20189268,8031,294,647184500,81976
20180929~20180929,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,3530,130,315101600,39114
20180929~20180929,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,2363,165,258695300,33229
20180930~20180930,안시성,20176122,307431,6327,NULL,4531957
20180930~20180930,협상,20177308,144316,3721,NULL,1743942
20180930~20180930,명당,20172204,86503,3215,NULL,1971204
20180930~20180930,원더풀 고스트,20167903,61671,1651,NULL,377743
20180930~20180930,더 넌,20189262,37516,1592,NULL,964654
20180930~20180930,서치,20185046,21100,706,NULL,2918221
20180930~20180930,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,15360,479,1156057000,151054
20180930~20180930,루이스,20189268,7525,294,706364450,89501
20180930~20180930,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,3866,132,345766500,42980
20180930~20180930,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,2459,161,277155100,35688
20181001~20181001,안시성,20176122,93971,5805,NULL,4625928
20181001~20181001,협상,20177308,49057,3648,NULL,1792999
20181001~20181001,명당,20172204,26642,2988,NULL,1997846
20181001~20181001,원더풀 고스트,20167903,16218,1533,NULL,393961
20181001~20181001,더 넌,20189262,12348,1443,NULL,977002
20181001~20181001,서치,20185046,6622,708,NULL,2924843
20181001~20181001,미쓰백,20189067,1239,6,26284000,3129
20181001~20181001,파이널 포트레이트,20189743,1026,93,86476966,9778
20181001~20181001,암수살인,20179189,830,3,146613000,17531
20181001~20181001,타샤 튜더,20188242,761,45,195040850,24436
20181002~20181002,안시성,20176122,103875,5919,NULL,4729803
20181002~20181002,협상,20177308,55116,3723,NULL,1848115
20181002~20181002,명당,20172204,29531,3071,NULL,2027377
20181002~20181002,원더풀 고스트,20167903,19263,1499,NULL,413224
20181002~20181002,더 넌,20189262,15950,1482,NULL,992952
20181002~20181002,서치,20185046,8853,743,NULL,2933696
20181002~20181002,암수살인,20179189,2981,20,179481100,20512
20181002~20181002,미쓰백,20189067,1806,9,42454000,4935
20181002~20181002,셜록 놈즈,20189462,1338,6,48377000,5590
20181002~20181002,곰돌이 푸 다시 만나 행복해,20189123,1261,9,32209000,3776
20181003~20181003,베놈,20177221,740661,7214,NULL,741067
20181003~20181003,암수살인,20179189,439309,4925,NULL,459821
20181003~20181003,안시성,20176122,136204,2395,NULL,4866007
20181003~20181003,곰돌이 푸 다시 만나 행복해,20189123,78478,1826,694659350,82254
20181003~20181003,협상,20177308,32802,1133,NULL,1880917
20181003~20181003,셜록 놈즈,20189462,25769,646,246224050,31359
20181003~20181003,명당,20172204,14080,570,NULL,2041457
20181003~20181003,원더풀 고스트,20167903,11667,386,NULL,424891
20181003~20181003,더 넌,20189262,4166,184,NULL,997118
